general_party,contributor,type_of_contributor,specific_business,general_industry,broad_sector,number_of_records,dollar_amount
Democratic,SOUTHWEST FLORIDA PROFESSIONAL FIRE FIGHTERS & PARAMEDICS LOCAL 1826,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,2,1500
Democratic,MIAMI FRATERNAL ORDER OF POLICE LODGE 20,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,1500
Democratic,LOS ANGELES POLICE COMMAND OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1500
Democratic,SPOKANE POLICE GUILD,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,1500
Democratic,SPECIAL & SUPERIOR OFFICERS BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1500
Democratic,NEW YORK STATE DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1500
Democratic,HENDERSON POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1500
Democratic,WATERTOWN POLICE SUPERVISORS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,1500
Democratic,FORT LEE PBA LOCAL 245,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1500
Democratic,MINNESOTA POLICE FRATERNAL ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,1500
Democratic,FT LAUDERDALE FRATERNAL ORDER OF POLICE LODGE 31,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1500
Republican,NEW YORK CITY DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1500
Republican,TAMPA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1500
Republican,BOYNTON BEACH FIRE FIGHTERS & PARAMEDICS LOCAL 1891,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,3,1500
Republican,OREGON COUNCIL OF POLICE ASSOCIATIONS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1500
Republican,ALABAMA ASSOCIATION OF FIRE FIGHTERS & PARAMEDICS,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,3,1500
Republican,FORT LAUDERDALE FRATERNAL ORDER POLICE LODGE 31,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1500
Republican,MINNEAPOLIS POLICE FRATERNAL ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,1500
Nonpartisan,LOS ANGELES COUNTY PROFESSIONAL PEACE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1500
Nonpartisan,DETROIT POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,1500
Republican,NASHVILLE FRATERNAL ORDER OF POLICE LODGE 5,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,1461.6
Democratic,NATIONAL NYCPD 10-13 ORGANIZATIONS PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,1450
Republican,RHODE ISLAND TROOPER ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,1450
Republican,NEW YORK STATE PARK POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,8,1425
Republican,BALTIMORE COUNTY FRATERNAL ORDER OF POLICE LODGE 4,Non-Individual,Police unions & associations,Public Sector Unions,Labor,10,1417
Democratic,REVERE POLICE SUPERIOR OFFICERS UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,11,1400
Democratic,RETIRED TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,1400
Democratic,NEW YORK CITY DETECTIVES INVESTIGATORS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,1400
Democratic,NEW YORK CORRECTIONAL OFFICERS & POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1400
Republican,NATIONAL NYCPD,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1400
Democratic,CHARLES COUNTY FRATERNAL ORDER OF POLICE LODGE 24,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,1375
Democratic,TAUNTON POLICE PATROLMENS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,1350
Republican,GULF COAST POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,8,1350
Nonpartisan,WASHINGTON STATE COUNCIL OF POLICE OFFICERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,1350
Democratic,WASHINGTON STATE PATROL LIEUTENANTS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,1300
Democratic,ILLINOIS ASSOCIATION OF BLACK LAW ENFORCEMENT OFFICERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,1300
Democratic,POLICE BENEVOLENT ASSOCIATION LOCAL 50,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1250
Democratic,FRATERNAL ORDER OF POLICE CAPITAL CITY LODGE 9,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1250
Democratic,CLARKSTOWN PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,1250
Democratic,ITALIAN AMERICAN POLICE SOCIETY OF NEW JERSEY,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,1250
Democratic,FRATERNAL ORDER OF POLICE LODGE 86,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,1250
Republican,MICHIGAN FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,1250
Democratic,NEW YORK STATE FRATERNAL ORDER OF COURT OFFICERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,1230
Democratic,LOS ANGELES UNIFIED SCHOOL DISTRICT POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1200
Democratic,FIRE FIGHTERS LOCAL 2595 KANSAS CITY PARAMEDICS,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,2,1200
Democratic,CHANDLER LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,1200
Democratic,TRAVIS COUNTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,1200
Democratic,BERKELEY POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1200
Republican,FLORIDA POLICE CHIEFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1191.05
Republican,NASSAU COUNTY POLICE CONFERENCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,1150
Democratic,PHOENIX POLICE SERGEANTS & LIEUTENANTS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,1148
Democratic,BARBADIAN EX-POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,1145
Democratic,NEW JERSEY INVESTIGATORS ASSOCIATION LODGE 174,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1100
Democratic,SALT LAKE POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1100
Democratic,FRATERNAL ORDER OF POLICE LODGE 1597,Non-Individual,Police unions & associations,Public Sector Unions,Labor,10,1100
Republican,NEW YORK POLICE & FIRE RETIREES ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,9,1100
Democratic,MONTANA POLICE PROTECTIVE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,7,1080
Democratic,FIREMAN & OILERS LOCAL 3,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,8,1050
Democratic,CITY OF LONG BEACH PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,1050
Democratic,RIVERSIDE POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,AZUSA POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,SAN RAFAEL POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,STOCKTON POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,1000
Democratic,WEST CENTRAL FLORIDA POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Democratic,SAN FRANCISCO DEPUTY SHERIFFS ASSOCIATION FUND,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,ORANGE COUNTY SHERIFFS OFFICE LODGE 93,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,LA PORTE POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Democratic,KING COUNTY POLICE OFFICERS GUILD,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,1000
Democratic,NEW YORK CITY DEPUTY SHERRIFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Democratic,HARFORD COUNTY DEPUTY SHERIFFS LOCAL 838,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Democratic,ALLEGHENY COUNTY DEPUTY SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Democratic,EUGENE POLICE EMPLOYEES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Democratic,MARYLAND TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,VIRGINIA BEACH PBA LOCAL 54,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Democratic,DENVER POLICE PROTECTIVE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,POLICE BENEVOLENT ASSOCIATION LOCAL 25,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,TRAVIS COUNTY SHERIFFS LAW ENFORCEMENT ASSOCIATION LODGE 9,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,DEPUTY SHERRIFS ASSOCIATION OF BEXAR COUNTY PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,1000
Democratic,ROCKLAND COUNTY PATROLMAN BENEVOLENT SOCIETY,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,DETECTIVES ENDOWMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,FRATERNAL ORDER OF POLICE LODGE 70,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,MARYLAND TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,FRATERNAL ORDER OF POLICE LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Democratic,TROOPERS ASSOCIATION PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,BOSTON SCHOOL POLICE LOCAL 150,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Democratic,INGLEWOOD POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,MARYLAND MSUPD FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,DALLAS FRATERNAL ORDER OF POLICE LODGE 588,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,PORT WASHINGTON POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,1000
Democratic,NEW YORK POLICE & FIRE RETIREES YONKERS FIRE FIGHTERS,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,3,1000
Democratic,FRATERNAL ORDER OF POLICE JACKSONVILLE CONSOLIDATE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,FRATERNAL ORDER OF THE POLICE NEW JERSEY STATE LODGE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Democratic,PITTSBURGH FRATERNAL ORDER OF POLICE 1,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Democratic,PROFESSIONAL FIRE FIGHTERS / PARAMEDICS OF PALM BEACH COUNTY LOCAL 2928,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,1000
Republican,BROWARD COUNTY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Republican,POLICE BENEVOLENT ASSOCIATION LOCAL 304,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Republican,CENTRAL FLORIDA PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Republican,SAN DIEGO POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Republican,STOCKTON POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Republican,BOSTON POLICE SUPERIOR OFFICERS FEDERATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,1000
Republican,NEW ENGLAND PBA LOCAL 911,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Republican,ESCONDIDO POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Republican,POLICE OFFICERS LOCAL 623,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Republican,POLICE UNIONS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Republican,RENTON POLICE OFFICERS GUILD,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Republican,HOWARD COUNTY POLICE OFFICERS ASSOCIATION LODGE 21,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Republican,FRATERNAL ORDER OF POLICE LODGE 1,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Republican,ASSOCIATION OF OREGON CORRECTIONS EMPLOYEES,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,1,1000
Republican,DENVER POLICE PROTECTIVE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Republican,INDIANA ASSOCIATION OF CHIEFS OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Republican,WEST VIRGINIA TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Republican,CRANSTON POLICE OFFICERS LOCAL 301,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Republican,TEXAS DPS OFFICERS ASSOCIATION PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Republican,FRATERNAL ORDER OF POLICE BLUEGRASS LODGE 4,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Republican,TUCSON POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Republican,PORTSMOUTH FIRE FIGHTERS & PARAMEDICS,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,2,1000
Republican,FRATERNAL ORDER OF POLICE JAX CONSOLIDATED LODGE 5-30 INC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Third-Party,ALASKA CORRECTIONAL OFFICERS ASSOCIATION,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,2,1000
Nonpartisan,OAKLAND POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Nonpartisan,FRESNO POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Nonpartisan,GLENDALE POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,1000
Nonpartisan,"FRATERNAL ORDER OF POLICE LODGE 3, INCORPORATED",Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,1000
Republican,TUSLA FRATERNAL ORDER OF POLICE 93,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,999
Democratic,TOLEDO POLICE PATROLMANS ASSOCIATION LOCAL 10,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,950
Republican,NEW YORK STATE PAROLE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,950
Nonpartisan,WASHINGTON COUNCIL OF POLICE & SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,950
Democratic,QUINCY POLICE PATROL OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,925
Democratic,CONSERVATION POLICE LODGE 146,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,900
Democratic,POLICE BENEVOLENT ASSOCIATION OF DISTRICT ATTORNEYS OFFICE OF NEW YORK CITY,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,900
Democratic,FRATERNAL ORDER OF POLICE DELAWARE LODGE 1,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,900
Democratic,RHODE ISLAND DEPUTY SHERIFFS LOCAL 2409,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,875
Republican,HOLMDEL PBA LOCAL 239,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,875
Nonpartisan,POLICE & FIRE RETIREES OF OHIO,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,5,875
Democratic,NEW BEDFORD POLICE UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,850
Democratic,COMBINED COUNTIES POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,850
Democratic,WHITE PLAINS POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,850
Republican,FRATERNAL ORDER OF POLICE LODGE 1597,Non-Individual,Police unions & associations,Public Sector Unions,Labor,9,850
Nonpartisan,FRATERNAL ORDER OF POLICE CAPITAL CITY LODGE 9,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,850
Democratic,INTERNATIONAL ASSOCIATION OF EMTS & PARAMEDICS & INTERNATIONAL BROTHERHOOD OF POLICE OFFICERS,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,6,830
Democratic,KING COUNTY CORRECTIONS GUILD,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,1,800
Democratic,TROOPERS LODGE 41/TROOPAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,800
Democratic,BALTIMORE RETIRED POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,800
Democratic,DETECTIVE INVESTIGATORS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,800
Republican,MINNEAPOLIS RETIRED POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,800
Republican,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,800
Republican,FRATERNAL ORDER OF POLICE NJ STATE LODGE 4,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,800
Nonpartisan,WASHINGTON STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,800
Democratic,BARRINGTON POLICE LOCAL 351 LODGE 18,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,795
Democratic,FRATERNAL ORDER OF POLICE LODGE 35,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,750
Democratic,SAN FRANCISCO PROBATION OFFICERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,750
Democratic,ILLINOIS MUNICPAL POLICE ASSOCIATION BERWYN CHAPTER 1,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,750
Democratic,AMITYVILLE PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,750
Democratic,LAKE COUNTY POLICE ASSOCIATION LOCAL 72,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,750
Democratic,UTAH STATE LODGE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,750
Democratic,GILBERT POLICE LEADERSHIP ASSOCIATION COMMITTEE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,750
Democratic,NYC RETIRED TRANSIT POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,750
Republican,POLICE BENEVOLENT ASSOCIATION LOCAL 50,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,750
Republican,MONTGOMERY COUNTY FRATERNAL ORDER OF POLICE LODGE 35,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,750
Republican,POLICE OFFICERS ALLIANCE OF MINNESOTA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,750
Republican,WICOMICO COUNTY FRATERNAL ORDER OF POLICE LODGE 111,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,750
Nonpartisan,ILLINOIS TROOPERS LODGE 41,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,750
Nonpartisan,ILLINOIS FRATERNAL ORDER OF POLICE LABOR COUNCIL,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,750
Democratic,HOWARD COUNTY SHERIFF LODGE 131,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,725
Democratic,WORCESTER POLICE OFFICERS LOCAL 504,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,700
Democratic,MILLBURY POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,7,700
Democratic,NEW YORK STATE DEPUTIES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,700
Democratic,INDIANA STATE POLICE ALLIANCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,700
Democratic,PEORIA POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,700
Democratic,FRATERNAL ORDER OF POLICE NEW JERSEY STATE LODGE 4,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,700
Democratic,FRANKLIN TOWNSHIP FMBA LOCAL 88,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,700
Nonpartisan,ASSOCIATION OF MONTANA TROOPERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,660
Democratic,MIDDLESEX SHERIFF SUPERIOR OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,650
Democratic,FIREMEN & OILERS LOCAL 379,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,3,650
Democratic,POLICE UNIONS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,650
Democratic,MARYLAND CORRECTIONAL LAW ENFORCEMENT UNION,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,5,650
Republican,FRATERNAL ORDER OF POLICE LODGE 263,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,650
Republican,ONONDAGA COUNTY DEPUTY SHERIFFS POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,650
Democratic,FRATERNAL ORDER OF POLICE LODGE 1,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,640
Democratic,MEDFORD POLICE PATROLMENS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,6,625
Democratic,NEW YORK CITY DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,600
Democratic,LYNN POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,600
Democratic,ILLINOIS DRUG ENFORCEMENT OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,600
Democratic,NEW BRITAIN POLICE UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,4,600
Democratic,F O P LODGE 10,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,600
Democratic,BLACK POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,600
Democratic,BOSTON SCHOOL POLICE LOCAL 151,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,600
Republican,POLICE ASSOCIATION OF YONKERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,600
Republican,PROFESSIONAL FIRE FIGHTERS & PARAMEDICS OF FRANKLIN COUNTY,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,3,600
Republican,MARYLAND STATE POLICE ALUMNI ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,600
Republican,SHERIFFS DEPUTIES OF BEXAR CO,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,600
Republican,FRATERNAL ORDER OF POLICE LODGE 10,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,600
Nonpartisan,ILLINOIS SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,600
Republican,GENESEE COUNTY DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,575
Democratic,QUINCY POLICE SUPERIOR OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,5,550
Democratic,BALTIMORE COUNTY SHERIFFS LODGE 25,Non-Individual,Police unions & associations,Public Sector Unions,Labor,3,550
Democratic,FRATERNAL ORDER OF POLICE PA STATE LODGE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,550
Republican,WESTCHESTER COUNTY DEPARTMENT OF PUBLIC SAFETY POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,550
Republican,RHODE ISLAND BROTHERHOOD OF POLICE OFFICERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,7,520
Republican,PHOENIX POLICE SERGEANTS & LIEUTENANTS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,510
Democratic,FLORIDA ASSOCIATION OF FORENSIC PROFESSIONALS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,BURLINGTON COUNTY BRIDGE POLICE ASSOCIATION LODGE 115,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,HOLMDEL PBA LOCAL 239,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,HOWELL TOWNSHIP PBA LOCAL 228,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,POLICE BENEVOLENT ASSOCIATION LOCAL 199,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,SAN DIEGO POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,FITCHBURG POLICE UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,500
Democratic,MASSACHUSETTS BAY TRANSIT AUTHORITY POLICE SERGEANTS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,WATERTOWN POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,REVERE POLICE PATROL OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,PLYMOUTH POLICE BROTHERHOOD,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,FLORIDA SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
Democratic,MARIN COUNTY DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,500
